Week Of,City,Neighborhood,Product,SKU,Channel,Sales (Units)
8/24/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,303
,,,,,,
8/17/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,328
,,,,,,
8/10/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,331
,,,,,,
8/3/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,363
,,,,,,
7/27/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,391
,,,,,,
7/20/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,388
,,,,,,
7/13/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,395
,,,,,,
7/6/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,388
,,,,,,
6/29/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,587
,,,,,,
6/22/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,360
,,,,,,
6/15/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,347
,,,,,,
6/8/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,341
,,,,,,
6/1/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,332
,,,,,,
5/23/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,95
,,,,,,
5/16/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,77
,,,,,,
5/9/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,58
,,,,,,
5/2/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,42
,,,,,,
4/25/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
4/18/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
4/11/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
4/4/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
3/28/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
3/21/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
3/14/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
3/7/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
2/29/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
2/22/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
2/15/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
2/8/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
2/1/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
1/25/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
1/18/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
1/11/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
1/4/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
12/28/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
12/21/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
12/14/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
12/7/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
11/30/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
11/23/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
11/16/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
11/9/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
11/2/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
10/26/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
10/19/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
10/12/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
10/5/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
9/28/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
9/21/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
9/14/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,40
,,,,,,
9/7/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,48
,,,,,,
8/31/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,102
,,,,,,
8/24/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,177
,,,,,,
8/17/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,198
,,,,,,
8/10/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,210
,,,,,,
8/3/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,205
,,,,,,
7/27/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,208
,,,,,,
7/20/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,173
,,,,,,
7/13/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,170
,,,,,,
7/6/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,174
,,,,,,
6/29/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,309
,,,,,,
6/22/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,177
,,,,,,
6/15/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,145
,,,,,,
6/8/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,143
,,,,,,
6/1/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,131
,,,,,,
5/23/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,349
,,,,,,
5/16/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,329
,,,,,,
5/9/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,326
,,,,,,
5/2/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,294
,,,,,,
4/25/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,286
,,,,,,
4/18/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,284
,,,,,,
4/11/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,268
,,,,,,
4/4/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,261
,,,,,,
3/28/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,261
,,,,,,
3/21/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,262
,,,,,,
3/14/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,259
,,,,,,
3/7/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,254
,,,,,,
2/29/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,246
,,,,,,
2/22/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,226
,,,,,,
2/15/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,214
,,,,,,
2/8/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
,,,,,,
2/1/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,208
,,,,,,
1/25/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,216
,,,,,,
1/18/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
,,,,,,
1/11/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,208
,,,,,,
1/4/2016,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,213
,,,,,,
12/28/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
,,,,,,
12/21/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,209
,,,,,,
12/14/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
,,,,,,
12/7/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,216
,,,,,,
11/30/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
,,,,,,
11/23/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,218
,,,,,,
11/16/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,212
,,,,,,
11/9/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,208
,,,,,,
11/2/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,211
,,,,,,
10/26/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,226
,,,,,,
10/19/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,237
,,,,,,
10/12/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,247
,,,,,,
10/5/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,250
,,,,,,
9/28/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,263
,,,,,,
9/21/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,284
,,,,,,
9/14/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,289
,,,,,,
9/7/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,310
,,,,,,
8/31/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,310
,,,,,,
8/24/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,320
,,,,,,
8/17/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,350
,,,,,,
8/10/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,355
,,,,,,
8/3/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,393
,,,,,,
7/27/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,417
,,,,,,
7/20/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,417
,,,,,,
7/13/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,426
,,,,,,
7/6/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,420
,,,,,,
6/29/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,626
,,,,,,
6/22/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,385
,,,,,,
6/15/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,374
,,,,,,
6/8/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,368
,,,,,,
6/1/2015,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,359
,,,,,,
5/23/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,258
,,,,,,
5/16/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,183
,,,,,,
5/9/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,127
,,,,,,
5/2/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,99
,,,,,,
4/25/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
4/18/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
4/11/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
4/4/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
3/28/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
3/21/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
3/14/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
3/7/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/29/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/22/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/15/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/8/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/1/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
1/25/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
1/18/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
1/11/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
1/4/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
12/28/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
12/21/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
12/14/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
12/7/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/30/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/23/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/16/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/9/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/2/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
10/26/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
10/19/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
10/12/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
10/5/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
9/28/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
9/21/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
9/14/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,95
,,,,,,
9/7/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,116
,,,,,,
8/31/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,275
,,,,,,
8/24/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,457
,,,,,,
8/17/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,520
,,,,,,
8/10/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,554
,,,,,,
8/3/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,549
,,,,,,
7/27/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,550
,,,,,,
7/20/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,461
,,,,,,
7/13/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,443
,,,,,,
7/6/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,456
,,,,,,
6/29/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,820
,,,,,,
6/22/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,458
,,,,,,
6/15/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,392
,,,,,,
6/8/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,366
,,,,,,
6/1/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,328
,,,,,,
5/23/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,263
,,,,,,
5/16/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,251
,,,,,,
5/9/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,246
,,,,,,
5/2/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,218
,,,,,,
4/25/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,216
,,,,,,
4/18/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,209
,,,,,,
4/11/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,204
,,,,,,
4/4/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,201
,,,,,,
3/28/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,196
,,,,,,
3/21/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,198
,,,,,,
3/14/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,190
,,,,,,
3/7/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,190
,,,,,,
2/29/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,186
,,,,,,
2/22/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,170
,,,,,,
2/15/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,161
,,,,,,
2/8/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,160
,,,,,,
2/1/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,165
,,,,,,
1/25/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,156
,,,,,,
1/18/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,156
,,,,,,
1/11/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,159
,,,,,,
1/4/2016,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,164
,,,,,,
12/28/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,158
,,,,,,
12/21/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,159
,,,,,,
12/14/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,165
,,,,,,
12/7/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,161
,,,,,,
11/30/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,156
,,,,,,
11/23/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,163
,,,,,,
11/16/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,164
,,,,,,
11/9/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,160
,,,,,,
11/2/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,159
,,,,,,
10/26/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,169
,,,,,,
10/19/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,177
,,,,,,
10/12/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,189
,,,,,,
10/5/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,193
,,,,,,
9/28/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,196
,,,,,,
9/21/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,213
,,,,,,
9/14/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,222
,,,,,,
9/7/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,231
,,,,,,
8/31/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,235
,,,,,,
8/24/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,244
,,,,,,
8/17/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,258
,,,,,,
8/10/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,272
,,,,,,
8/3/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,294
,,,,,,
7/27/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,318
,,,,,,
7/20/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,320
,,,,,,
7/13/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,320
,,,,,,
7/6/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,315
,,,,,,
6/29/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,477
,,,,,,
6/22/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,295
,,,,,,
6/15/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,282
,,,,,,
6/8/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,270
,,,,,,
6/1/2015,Boston,North End,FanCo. Classic,GREEN - FanCo. Classic,Retail,272
,,,,,,
5/23/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,168
,,,,,,
5/16/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,122
,,,,,,
5/9/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,83
,,,,,,
5/2/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,61
,,,,,,
4/25/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
4/18/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
4/11/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
4/4/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
3/28/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
3/21/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
3/14/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
3/7/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
2/29/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
2/22/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
2/15/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
2/8/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
2/1/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
1/25/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
1/18/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
1/11/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
1/4/2016,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
12/28/2015,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
12/21/2015,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
12/14/2015,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
12/7/2015,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
11/30/2015,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
11/23/2015,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
11/16/2015,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
11/9/2015,Boston,North End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
